text,sentiment
no they aren't - I just called to check. #WORSTCUSTOMERSERVICE,airlinetweets/negative
Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?,airlinetweets/negative
I am trying to make/change reservations and getting extremely frustrated!!! Giving up and trying another airline!!!,airlinetweets/negative
is the worst. Worst reservation policies. Worst costumer service. Worst worst worst. Congrats,airlinetweets/negative
768 SFO to BOS and no internet it is 2015 what gives?,airlinetweets/negative
your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,airlinetweets/negative
called your service line and was hung up on. This is awesome. #sarcasm,airlinetweets/negative
your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,airlinetweets/negative
AN HOUR DELAY BECAUSE YOU CAN'T PRINT A PIECE OF PAPER!,airlinetweets/negative
. Is it reasonable to wait 45 mins for the bag you made me check because the flight staff couldn't police the overhead bins?,airlinetweets/negative
why must a traveler miss a flight to Late Flight check a bag? I missed my morning appointments and you lost my business. #sfo2lax,airlinetweets/negative
is anyone doing anything there today? Website is useless and no one is answering the phone.,airlinetweets/negative
3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed!,airlinetweets/negative
What is your phone number. I can't find who to call about a flight reservation.,airlinetweets/negative
you are the worst airline in the world! From your crap website to your worthless app to your Late Flight flight. You SUCK! Just shut down.,airlinetweets/negative
you suck. 9 hour delay?!,airlinetweets/negative
i travelled from SCL- IHA feb 17. the AC on my sit (21L) was ON all night. I complaint to FA who never gave me a real answer. Help!,airlinetweets/negative
I paid for economy plus and you put me in the last boarding group so I have to gate check my bags too? knows better..,airlinetweets/negative
Why isn't the flight status updated to delayed UA1532 no board,airlinetweets/negative
#UnitedAirlines how long will1531 be delayed.,airlinetweets/negative
switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!,airlinetweets/negative
Ha… you rebooked me in to an 11 hr layover &amp; are robbing me of a night with my family. Too Late Flight for that. Just fly on time for once.,airlinetweets/negative
my UA3426 on 2/19 was also delayed by 2 hours,airlinetweets/negative
and most frustratingly,airlinetweets/negative
Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines,airlinetweets/negative
already done that. the answer i got was... oops we can give you miles and we're very sorry. but who pays for my discomfort for 9 h?,airlinetweets/negative
sitting in a plane with no pilot. Thanks! #waitingonapilot #denver #siouxfalls #whyairtravelsucks,airlinetweets/negative
looks like today will be my 6th consecutive delayed flight from you...do I win a prize??? Air why don't you fly to SBA? 😭,airlinetweets/negative
was that English? I'll DM though I don't think you'll make a plane appear.,airlinetweets/negative
Has it departed? I was awaiting an inbound plane yesterday for three hours and it never arrived. Had to stay overnight (again).,airlinetweets/negative
,airlinetweets/negative
I guess. But what is the excuse for understaffed costumer services? 3 people had to deal with lots of angry passengers. Weather too?,airlinetweets/negative
and those three people were awesome working very long hours. It is easy to say sorry on Twitter but you should help your ppl,airlinetweets/negative
- Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,airlinetweets/negative
arrived in YYZ to take our flight to Taiwan. Reservation missing our ticket numbers. Slow agent Sukhdeep caused us to miss our flt.,airlinetweets/negative
3 hours to rebook but 8 hours l8r the same problem again. Arrive at gate stopped cause now infant is sitting in 4 yr old lap,airlinetweets/negative
in ORD hotel issued to my 4yr old. Tickets needed fixing again another hour and 5 agents l8r nightmare still not over,airlinetweets/negative
we had four scheduled flights on this reservation and literally did not take one! Unreal,airlinetweets/negative
today take flight to san francisco. .. refuse to let us board with baby early... time we board wont let us take baby carryon bag,airlinetweets/negative
forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby.. united has no baby meals,airlinetweets/negative
I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,airlinetweets/negative
it won't help...been there done that.,airlinetweets/negative
"gate agent at EWR """" if you are disabled or in a wheel chair",airlinetweets/negative
is unfriendly screw family,airlinetweets/negative
has two whole people trying to schedule a flight's worth of missed connections. Shameful http://t.co/6kqLhVaP7G,airlinetweets/negative
Is it me,airlinetweets/negative
1.75 hour delay. Nothing says sorry like a voucher. Missing time with family. #family #precioustime,airlinetweets/negative
just landed in LAX,airlinetweets/negative
Arriving at the airport 2 hours before departure time and still missing your flight bc you actually don't have an electronic ticket,airlinetweets/negative
I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,airlinetweets/negative
Now arriving a day and a half Late Flightr than supposed to. Lesson of the day,airlinetweets/negative
"Cancelled Flights flt from EWR. """"No crew"""".Tells wife &amp; 4 yr old to """"get to NY to catch """" to YYZ! Good #customerservice is dead.",airlinetweets/negative
gate C 24 IAD. U released passengers to board w/others deplaning .50 peopleOn bridge while next flight board http://t.co/HfoF33iyhi,airlinetweets/negative
Okay thanks if you could please update me. I was told at the airport someone would call me today but they haven't.,airlinetweets/negative
sorry for the delayed response. It was UA #381 Chicago to San Fran. Held up for almost an hour on the Tarmac. Also,airlinetweets/negative
a) she's an international. Her phone is on the fritz,airlinetweets/negative
b) I contacted you directly,airlinetweets/negative
"It's the fact that an international should not be with out her bag and no sense of what's going on other than """"maintenance"""".",airlinetweets/negative
We're hoping to hear from you actually.,airlinetweets/negative
only thing confusing me is why I lost priority boarding? I'm a mileage plus card member 😔,airlinetweets/negative
,airlinetweets/negative
been on the phone for over an hour with customer service and they can't figure it out! awesome service... NOT!,airlinetweets/negative
In 2015,airlinetweets/negative
How do I get reimbursed for hotel and taxis for the Cancelled Flightation?,airlinetweets/negative
,airlinetweets/negative
your SFO-YYJ fight is Cancelled Flightled several times each week,airlinetweets/negative
Either is fine. However,airlinetweets/negative
,airlinetweets/negative
Why is the site down? When will it be back up?,airlinetweets/negative
